house_id,housing_category,house_type,location,size_sqm,cost_per_sqm_ksh,construction_cost_ksh,financing_cost_ksh,markup_ksh,government_subsidy_ksh,final_price_ksh,interest_rate_pct,repayment_years,monthly_repayment_ksh,buyer_monthly_income_ksh,housing_levy_contribution_ksh,affordability_ratio,affordable
KE-0670,Social,1-Bedroom,Mombasa,34,49862.0,1695300.0,339100.0,191200.0,305200.0,1920400.0,3.0,30,8100.0,18500,280.0,0.438,0
KE-0671,Social,3-Bedroom,Nakuru,80,38523.0,3081800.0,616400.0,347600.0,554700.0,3491100.0,3.0,20,19360.0,19200,290.0,1.008,0
KE-0672,Market-Rate,3-Bedroom,Mombasa,81,84761.0,6865600.0,1373100.0,1647700.0,0.0,9886400.0,9.0,30,79550.0,361400,5420.0,0.22,1
KE-0673,Social,2-Bedroom,Nakuru,52,38921.0,2023900.0,404800.0,228300.0,364300.0,2292700.0,3.0,15,15830.0,16900,250.0,0.937,0
KE-0674,Affordable,2-Bedroom,Kisumu,55,53568.0,2946300.0,589300.0,505600.0,282800.0,3758400.0,6.0,25,24220.0,69600,1040.0,0.348,0
KE-0675,Affordable,3-Bedroom,Nakuru,80,43403.0,3472300.0,694500.0,595900.0,333300.0,4429400.0,6.0,25,28540.0,78600,1180.0,0.363,0
KE-0676,Market-Rate,Studio,Mombasa,20,85340.0,1706800.0,341400.0,409600.0,0.0,2457800.0,9.0,15,24930.0,426500,6400.0,0.058,1
KE-0677,Social,2-Bedroom,Nakuru,54,36060.0,1947300.0,389500.0,219700.0,350500.0,2206000.0,3.0,15,15230.0,15500,230.0,0.983,0
KE-0678,Affordable,Studio,Kisumu,18,55206.0,993700.0,198700.0,170500.0,95400.0,1267500.0,6.0,25,8170.0,103000,1540.0,0.079,1
KE-0679,Market-Rate,2-Bedroom,Kisumu,58,78030.0,4525800.0,905200.0,1086200.0,0.0,6517200.0,9.0,30,52440.0,189900,2850.0,0.276,1
KE-0680,Market-Rate,1-Bedroom,Nairobi CBD,32,97565.0,3122100.0,624400.0,749300.0,0.0,4495800.0,9.0,25,37730.0,175300,2630.0,0.215,1
KE-0681,Market-Rate,3-Bedroom,Nakuru,81,67702.0,5483800.0,1096800.0,1316100.0,0.0,7896700.0,9.0,25,66270.0,263800,3960.0,0.251,1
KE-0682,Social,3-Bedroom,Kasarani,81,45552.0,3689700.0,737900.0,416200.0,664100.0,4179700.0,3.0,25,19820.0,14900,220.0,1.33,0
KE-0683,Social,Studio,Kibera,23,34004.0,782100.0,156400.0,88200.0,140800.0,885900.0,3.0,20,4910.0,13800,210.0,0.356,0
KE-0684,Affordable,1-Bedroom,Eastlands,33,42148.0,1390900.0,278200.0,238700.0,133500.0,1774300.0,6.0,25,11430.0,130100,1950.0,0.088,1
KE-0685,Market-Rate,3-Bedroom,Kisumu,80,80218.0,6417500.0,1283500.0,1540200.0,0.0,9241200.0,9.0,15,93730.0,257000,3860.0,0.365,0
KE-0686,Affordable,1-Bedroom,Westlands,32,67639.0,2164400.0,432900.0,371400.0,207800.0,2760900.0,6.0,25,17790.0,81100,1220.0,0.219,1
KE-0687,Affordable,3-Bedroom,Kibera,81,39888.0,3230900.0,646200.0,554400.0,310200.0,4121300.0,6.0,25,26550.0,46700,700.0,0.569,0
KE-0688,Social,2-Bedroom,Ruiru,58,41130.0,2385500.0,477100.0,269100.0,429400.0,2702300.0,3.0,15,18660.0,10600,160.0,1.76,0
KE-0689,Affordable,1-Bedroom,Nakuru,37,43467.0,1608300.0,321700.0,276000.0,154400.0,2051600.0,6.0,30,12300.0,103100,1550.0,0.119,1
KE-0690,Social,1-Bedroom,Mombasa,38,52549.0,1996800.0,399400.0,225200.0,359400.0,2262000.0,3.0,25,10730.0,13100,200.0,0.819,0
KE-0691,Affordable,1-Bedroom,Eastlands,36,43612.0,1570000.0,314000.0,269400.0,150700.0,2002700.0,6.0,30,12010.0,143500,2150.0,0.084,1
KE-0692,Affordable,2-Bedroom,Westlands,55,65137.0,3582500.0,716500.0,614800.0,343900.0,4569900.0,6.0,15,38560.0,92600,1390.0,0.416,0
KE-0693,Affordable,1-Bedroom,Kibera,37,38116.0,1410300.0,282100.0,242000.0,135400.0,1799000.0,6.0,25,11590.0,131800,1980.0,0.088,1
KE-0694,Social,2-Bedroom,Nakuru,53,37044.0,1963300.0,392700.0,221500.0,353400.0,2224100.0,3.0,30,9380.0,14200,210.0,0.661,0
KE-0695,Social,1-Bedroom,Nairobi CBD,32,59953.0,1918500.0,383700.0,216400.0,345300.0,2173300.0,3.0,30,9160.0,10700,160.0,0.856,0
KE-0696,Affordable,2-Bedroom,Ruiru,53,44251.0,2345300.0,469100.0,402500.0,225200.0,2991700.0,6.0,25,19280.0,89100,1340.0,0.216,1
KE-0697,Social,3-Bedroom,Eastlands,78,38072.0,2969600.0,593900.0,335000.0,534500.0,3364000.0,3.0,25,15950.0,18300,270.0,0.872,0
KE-0698,Affordable,3-Bedroom,Kasarani,83,48434.0,4020000.0,804000.0,689800.0,385900.0,5127900.0,6.0,15,43270.0,92900,1390.0,0.466,0
KE-0699,Social,1-Bedroom,Nairobi CBD,32,57876.0,1852000.0,370400.0,208900.0,333400.0,2097900.0,3.0,30,8840.0,17400,260.0,0.508,0
KE-0700,Affordable,2-Bedroom,Westlands,52,61724.0,3209700.0,641900.0,550800.0,308100.0,4094300.0,6.0,20,29330.0,79800,1200.0,0.368,0
KE-0701,Affordable,2-Bedroom,Eastlands,56,41463.0,2321900.0,464400.0,398400.0,222900.0,2961800.0,6.0,15,24990.0,87700,1320.0,0.285,1
KE-0702,Social,2-Bedroom,Nairobi CBD,56,59446.0,3329000.0,665800.0,375500.0,599200.0,3771100.0,3.0,15,26040.0,14500,220.0,1.796,0
KE-0703,Affordable,3-Bedroom,Ruiru,77,45084.0,3471500.0,694300.0,595700.0,333300.0,4428200.0,6.0,30,26550.0,81900,1230.0,0.324,0
KE-0704,Social,1-Bedroom,Kasarani,37,42544.0,1574100.0,314800.0,177600.0,283300.0,1783200.0,3.0,15,12310.0,14700,220.0,0.837,0
KE-0705,Social,Studio,Nairobi CBD,19,57222.0,1087200.0,217400.0,122600.0,195700.0,1231500.0,3.0,20,6830.0,14900,220.0,0.458,0
KE-0706,Market-Rate,3-Bedroom,Embakasi,81,71260.0,5772100.0,1154400.0,1385300.0,0.0,8311800.0,9.0,20,74780.0,438800,6580.0,0.17,1
KE-0707,Affordable,1-Bedroom,Kasarani,34,51974.0,1767100.0,353400.0,303200.0,169600.0,2254100.0,6.0,15,19020.0,39300,590.0,0.484,0
KE-0708,Market-Rate,2-Bedroom,Westlands,58,93424.0,5418600.0,1083700.0,1300500.0,0.0,7802800.0,9.0,20,70200.0,201600,3020.0,0.348,0
KE-0709,Social,3-Bedroom,Ruiru,82,38726.0,3175500.0,635100.0,358200.0,571600.0,3597200.0,3.0,15,24840.0,11700,180.0,2.123,0
KE-0710,Affordable,Studio,Nakuru,17,43402.0,737800.0,147600.0,126600.0,70800.0,941200.0,6.0,15,7940.0,98500,1480.0,0.081,1
KE-0711,Affordable,3-Bedroom,Mombasa,82,57911.0,4748700.0,949700.0,814900.0,455900.0,6057400.0,6.0,15,51120.0,77200,1160.0,0.662,0
KE-0712,Affordable,1-Bedroom,Mombasa,36,55846.0,2010500.0,402100.0,345000.0,193000.0,2564600.0,6.0,30,15380.0,20500,310.0,0.75,0
KE-0713,Affordable,2-Bedroom,Mombasa,53,59999.0,3179900.0,636000.0,545700.0,305300.0,4056300.0,6.0,15,34230.0,98900,1480.0,0.346,0
KE-0714,Affordable,2-Bedroom,Eastlands,58,41700.0,2418600.0,483700.0,415000.0,232200.0,3085100.0,6.0,15,26030.0,138200,2070.0,0.188,1
KE-0715,Affordable,3-Bedroom,Westlands,77,63756.0,4909200.0,981800.0,842400.0,471300.0,6262100.0,6.0,25,40350.0,43900,660.0,0.919,0
KE-0716,Market-Rate,Studio,Ruiru,20,70027.0,1400500.0,280100.0,336100.0,0.0,2016700.0,9.0,25,16920.0,223600,3350.0,0.076,1
KE-0717,Market-Rate,1-Bedroom,Kasarani,38,78480.0,2982200.0,596400.0,715700.0,0.0,4294300.0,9.0,15,43560.0,344800,5170.0,0.126,1
KE-0718,Market-Rate,2-Bedroom,Eastlands,54,61821.0,3338300.0,667700.0,801200.0,0.0,4807200.0,9.0,30,38680.0,452900,6790.0,0.085,1
KE-0719,Social,2-Bedroom,Westlands,57,55152.0,3143700.0,628700.0,354600.0,565900.0,3561100.0,3.0,20,19750.0,14600,220.0,1.353,0
KE-0720,Affordable,2-Bedroom,Nakuru,52,45011.0,2340600.0,468100.0,401600.0,224700.0,2985600.0,6.0,20,21390.0,33000,500.0,0.648,0
KE-0721,Market-Rate,Studio,Embakasi,23,70863.0,1629900.0,326000.0,391200.0,0.0,2347100.0,9.0,15,23810.0,162400,2440.0,0.147,1
KE-0722,Social,1-Bedroom,Ruiru,37,39680.0,1468200.0,293600.0,165600.0,264300.0,1663100.0,3.0,25,7890.0,11700,180.0,0.674,0
KE-0723,Social,1-Bedroom,Mombasa,32,49652.0,1588900.0,317800.0,179200.0,286000.0,1799900.0,3.0,15,12430.0,10800,160.0,1.151,0
KE-0724,Affordable,2-Bedroom,Nairobi CBD,56,65851.0,3687600.0,737500.0,632800.0,354000.0,4703900.0,6.0,15,39690.0,67700,1020.0,0.586,0
KE-0725,Affordable,1-Bedroom,Ruiru,38,44744.0,1700300.0,340100.0,291800.0,163200.0,2169000.0,6.0,25,13970.0,78000,1170.0,0.179,1
KE-0726,Market-Rate,1-Bedroom,Kisumu,36,81547.0,2935700.0,587100.0,704600.0,0.0,4227400.0,9.0,25,35480.0,371800,5580.0,0.095,1
KE-0727,Social,3-Bedroom,Westlands,83,59454.0,4934700.0,986900.0,556600.0,888200.0,5590000.0,3.0,15,38600.0,17000,260.0,2.271,0
KE-0728,Affordable,Studio,Kibera,21,38789.0,814600.0,162900.0,139800.0,78200.0,1039100.0,6.0,20,7440.0,94800,1420.0,0.078,1
KE-0729,Social,3-Bedroom,Nakuru,82,37969.0,3113400.0,622700.0,351200.0,560400.0,3526900.0,3.0,20,19560.0,11200,170.0,1.746,0
KE-0730,Social,2-Bedroom,Embakasi,55,41559.0,2285800.0,457200.0,257800.0,411400.0,2589400.0,3.0,15,17880.0,16700,250.0,1.071,0
KE-0731,Social,2-Bedroom,Nakuru,58,37429.0,2170900.0,434200.0,244900.0,390800.0,2459200.0,3.0,30,10370.0,12500,190.0,0.83,0
KE-0732,Market-Rate,1-Bedroom,Ruiru,38,68060.0,2586300.0,517300.0,620700.0,0.0,3724300.0,9.0,25,31250.0,415400,6230.0,0.075,1
KE-0733,Affordable,Studio,Kibera,21,37851.0,794900.0,159000.0,136400.0,76300.0,1014000.0,6.0,30,6080.0,58800,880.0,0.103,1
KE-0734,Affordable,2-Bedroom,Kisumu,52,51144.0,2659500.0,531900.0,456400.0,255300.0,3392500.0,6.0,20,24300.0,64300,960.0,0.378,0
KE-0735,Affordable,2-Bedroom,Kasarani,58,50630.0,2936600.0,587300.0,503900.0,281900.0,3745900.0,6.0,20,26840.0,122500,1840.0,0.219,1
KE-0736,Market-Rate,2-Bedroom,Nairobi CBD,56,98702.0,5527300.0,1105500.0,1326600.0,0.0,7959400.0,9.0,15,80730.0,465900,6990.0,0.173,1
KE-0737,Affordable,Studio,Kibera,18,38333.0,690000.0,138000.0,118400.0,66200.0,880200.0,6.0,25,5670.0,140400,2110.0,0.04,1
KE-0738,Market-Rate,2-Bedroom,Westlands,56,101742.0,5697500.0,1139500.0,1367400.0,0.0,8204400.0,9.0,20,73820.0,309500,4640.0,0.239,1
KE-0739,Affordable,2-Bedroom,Mombasa,57,60233.0,3433300.0,686700.0,589200.0,329600.0,4379600.0,6.0,30,26260.0,69500,1040.0,0.378,0
KE-0740,Affordable,2-Bedroom,Kisumu,55,52669.0,2896800.0,579400.0,497100.0,278100.0,3695200.0,6.0,20,26470.0,45700,690.0,0.579,0
KE-0741,Affordable,2-Bedroom,Nairobi CBD,53,67368.0,3570500.0,714100.0,612700.0,342800.0,4554500.0,6.0,20,32630.0,35100,530.0,0.93,0
KE-0742,Affordable,2-Bedroom,Embakasi,57,46810.0,2668200.0,533600.0,457900.0,256100.0,3403600.0,6.0,30,20410.0,63600,950.0,0.321,0
KE-0743,Affordable,2-Bedroom,Mombasa,57,55431.0,3159600.0,631900.0,542200.0,303300.0,4030400.0,6.0,30,24160.0,92600,1390.0,0.261,1
KE-0744,Affordable,Studio,Ruiru,22,43324.0,953100.0,190600.0,163500.0,91500.0,1215700.0,6.0,20,8710.0,103500,1550.0,0.084,1
KE-0745,Social,1-Bedroom,Kibera,32,35204.0,1126500.0,225300.0,127100.0,202800.0,1276100.0,3.0,15,8810.0,19300,290.0,0.456,0
KE-0746,Market-Rate,Studio,Nairobi CBD,22,102446.0,2253800.0,450800.0,540900.0,0.0,3245500.0,9.0,30,26110.0,418600,6280.0,0.062,1
KE-0747,Affordable,1-Bedroom,Eastlands,32,43246.0,1383900.0,276800.0,237500.0,132900.0,1765300.0,6.0,25,11370.0,21300,320.0,0.534,0
KE-0748,Affordable,1-Bedroom,Kasarani,37,52611.0,1946600.0,389300.0,334000.0,186900.0,2483000.0,6.0,30,14890.0,115400,1730.0,0.129,1
KE-0749,Market-Rate,Studio,Kasarani,19,77119.0,1465300.0,293100.0,351700.0,0.0,2110100.0,9.0,20,18990.0,444500,6670.0,0.043,1
KE-0750,Affordable,1-Bedroom,Kisumu,33,53188.0,1755200.0,351000.0,301200.0,168500.0,2238900.0,6.0,30,13420.0,137400,2060.0,0.098,1
KE-0751,Social,Studio,Embakasi,19,42624.0,809800.0,162000.0,91300.0,145800.0,917300.0,3.0,15,6330.0,15300,230.0,0.414,0
KE-0752,Market-Rate,2-Bedroom,Kisumu,57,82347.0,4693800.0,938800.0,1126500.0,0.0,6759100.0,9.0,30,54390.0,153100,2300.0,0.355,0
KE-0753,Affordable,3-Bedroom,Eastlands,78,43685.0,3407400.0,681500.0,584700.0,327100.0,4346500.0,6.0,20,31140.0,140100,2100.0,0.222,1
KE-0754,Affordable,Studio,Westlands,18,63671.0,1146100.0,229200.0,196700.0,110000.0,1462000.0,6.0,25,9420.0,126500,1900.0,0.074,1
KE-0755,Social,3-Bedroom,Embakasi,83,42233.0,3505300.0,701100.0,395400.0,631000.0,3970800.0,3.0,30,16740.0,11800,180.0,1.419,0
KE-0756,Affordable,2-Bedroom,Nakuru,55,44797.0,2463800.0,492800.0,422800.0,236500.0,3142900.0,6.0,15,26520.0,149600,2240.0,0.177,1
KE-0757,Affordable,1-Bedroom,Westlands,34,66594.0,2264200.0,452800.0,388500.0,217400.0,2888100.0,6.0,15,24370.0,77800,1170.0,0.313,0
KE-0758,Affordable,Studio,Embakasi,20,46473.0,929500.0,185900.0,159500.0,89200.0,1185700.0,6.0,25,7640.0,98000,1470.0,0.078,1
KE-0759,Market-Rate,2-Bedroom,Embakasi,53,69592.0,3688400.0,737700.0,885200.0,0.0,5311300.0,9.0,15,53870.0,412700,6190.0,0.131,1
KE-0760,Affordable,2-Bedroom,Eastlands,52,42389.0,2204200.0,440800.0,378200.0,211600.0,2811600.0,6.0,25,18120.0,56100,840.0,0.323,0
KE-0761,Social,2-Bedroom,Ruiru,53,38689.0,2050500.0,410100.0,231300.0,369100.0,2322800.0,3.0,30,9790.0,14500,220.0,0.675,0
KE-0762,Affordable,Studio,Eastlands,20,41488.0,829800.0,166000.0,142400.0,79700.0,1058500.0,6.0,20,7580.0,113400,1700.0,0.067,1
KE-0763,Social,Studio,Embakasi,19,43503.0,826600.0,165300.0,93200.0,148800.0,936300.0,3.0,15,6470.0,10500,160.0,0.616,0
KE-0764,Affordable,1-Bedroom,Nairobi CBD,37,66766.0,2470300.0,494100.0,423900.0,237200.0,3151100.0,6.0,25,20300.0,130100,1950.0,0.156,1
KE-0765,Social,1-Bedroom,Westlands,38,57943.0,2201800.0,440400.0,248400.0,396300.0,2494300.0,3.0,20,13830.0,13700,210.0,1.009,0
KE-0766,Affordable,1-Bedroom,Eastlands,38,42357.0,1609500.0,321900.0,276200.0,154500.0,2053100.0,6.0,20,14710.0,121600,1820.0,0.121,1
KE-0767,Affordable,1-Bedroom,Ruiru,38,43561.0,1655300.0,331100.0,284100.0,158900.0,2111600.0,6.0,15,17820.0,65700,990.0,0.271,1
KE-0768,Market-Rate,2-Bedroom,Kibera,57,55419.0,3158900.0,631800.0,758100.0,0.0,4548800.0,9.0,25,38170.0,325000,4880.0,0.117,1
KE-0769,Affordable,3-Bedroom,Kisumu,83,52971.0,4396600.0,879300.0,754500.0,422100.0,5608300.0,6.0,25,36130.0,125200,1880.0,0.289,1
KE-0770,Market-Rate,1-Bedroom,Embakasi,34,72724.0,2472600.0,494500.0,593400.0,0.0,3560500.0,9.0,20,32030.0,273700,4110.0,0.117,1
KE-0771,Social,3-Bedroom,Nakuru,82,38601.0,3165200.0,633000.0,357000.0,569700.0,3585500.0,3.0,30,15120.0,17300,260.0,0.874,0
KE-0772,Market-Rate,1-Bedroom,Kibera,38,58076.0,2206900.0,441400.0,529700.0,0.0,3178000.0,9.0,15,32230.0,480800,7210.0,0.067,1
KE-0773,Social,1-Bedroom,Kasarani,37,45075.0,1667800.0,333600.0,188100.0,300200.0,1889300.0,3.0,30,7970.0,10800,160.0,0.738,0
KE-0774,Affordable,1-Bedroom,Mombasa,35,56612.0,1981400.0,396300.0,340000.0,190200.0,2527500.0,6.0,25,16280.0,146200,2190.0,0.111,1
KE-0775,Affordable,2-Bedroom,Ruiru,54,43433.0,2345400.0,469100.0,402500.0,225200.0,2991800.0,6.0,15,25250.0,59600,890.0,0.424,0
KE-0776,Social,3-Bedroom,Nakuru,81,37452.0,3033600.0,606700.0,342200.0,546000.0,3436500.0,3.0,30,14490.0,11700,180.0,1.238,0
KE-0777,Social,2-Bedroom,Mombasa,52,50497.0,2625900.0,525200.0,296200.0,472700.0,2974600.0,3.0,15,20540.0,11500,170.0,1.786,0
KE-0778,Affordable,1-Bedroom,Ruiru,38,46992.0,1785700.0,357100.0,306400.0,171400.0,2277800.0,6.0,30,13660.0,90700,1360.0,0.151,1
KE-0779,Affordable,2-Bedroom,Nairobi CBD,52,64411.0,3349400.0,669900.0,574800.0,321500.0,4272600.0,6.0,15,36050.0,139200,2090.0,0.259,1
KE-0780,Affordable,Studio,Kisumu,22,53636.0,1180000.0,236000.0,202500.0,113300.0,1505200.0,6.0,20,10780.0,33700,510.0,0.32,0
KE-0781,Affordable,3-Bedroom,Kibera,77,37543.0,2890800.0,578200.0,496100.0,277500.0,3687600.0,6.0,30,22110.0,40100,600.0,0.551,0
KE-0782,Affordable,2-Bedroom,Westlands,54,63809.0,3445700.0,689100.0,591300.0,330800.0,4395300.0,6.0,30,26350.0,47300,710.0,0.557,0
KE-0783,Social,1-Bedroom,Ruiru,34,41586.0,1413900.0,282800.0,159500.0,254500.0,1601700.0,3.0,20,8880.0,15400,230.0,0.577,0
KE-0784,Affordable,2-Bedroom,Westlands,53,67149.0,3558900.0,711800.0,610700.0,341700.0,4539700.0,6.0,30,27220.0,97900,1470.0,0.278,1
KE-0785,Social,2-Bedroom,Kisumu,58,47827.0,2774000.0,554800.0,312900.0,499300.0,3142400.0,3.0,20,17430.0,19700,300.0,0.885,0
KE-0786,Market-Rate,Studio,Embakasi,18,68758.0,1237600.0,247500.0,297000.0,0.0,1782100.0,9.0,20,16030.0,420600,6310.0,0.038,1
KE-0787,Affordable,2-Bedroom,Kasarani,52,50324.0,2616900.0,523400.0,449100.0,251200.0,3338200.0,6.0,30,20010.0,83800,1260.0,0.239,1
KE-0788,Affordable,1-Bedroom,Kibera,36,40214.0,1447700.0,289500.0,248400.0,139000.0,1846600.0,6.0,20,13230.0,41800,630.0,0.317,0
KE-0789,Affordable,2-Bedroom,Kisumu,53,53403.0,2830400.0,566100.0,485700.0,271700.0,3610500.0,6.0,25,23260.0,50100,750.0,0.464,0
KE-0790,Market-Rate,2-Bedroom,Kisumu,53,79069.0,4190700.0,838100.0,1005800.0,0.0,6034600.0,9.0,20,54290.0,460700,6910.0,0.118,1
KE-0791,Social,2-Bedroom,Nairobi CBD,54,56300.0,3040200.0,608000.0,342900.0,547200.0,3443900.0,3.0,30,14520.0,14900,220.0,0.974,0
KE-0792,Affordable,2-Bedroom,Mombasa,56,59544.0,3334500.0,666900.0,572200.0,320100.0,4253500.0,6.0,20,30470.0,75100,1130.0,0.406,0
KE-0793,Affordable,2-Bedroom,Kasarani,57,48863.0,2785200.0,557000.0,477900.0,267400.0,3552700.0,6.0,15,29980.0,143000,2140.0,0.21,1
KE-0794,Affordable,Studio,Kibera,17,39432.0,670300.0,134100.0,115000.0,64400.0,855000.0,6.0,20,6130.0,133200,2000.0,0.046,1
KE-0795,Social,2-Bedroom,Embakasi,53,42323.0,2243100.0,448600.0,253000.0,403800.0,2540900.0,3.0,25,12050.0,14900,220.0,0.809,0
KE-0796,Market-Rate,1-Bedroom,Embakasi,36,68663.0,2471900.0,494400.0,593300.0,0.0,3559600.0,9.0,30,28640.0,191100,2870.0,0.15,1
KE-0797,Market-Rate,1-Bedroom,Eastlands,38,65477.0,2488100.0,497600.0,597100.0,0.0,3582800.0,9.0,25,30070.0,375800,5640.0,0.08,1
KE-0798,Affordable,1-Bedroom,Kisumu,36,50398.0,1814300.0,362900.0,311300.0,174200.0,2314300.0,6.0,15,19530.0,33500,500.0,0.583,0
KE-0799,Affordable,Studio,Ruiru,17,47169.0,801900.0,160400.0,137600.0,77000.0,1022900.0,6.0,25,6590.0,98400,1480.0,0.067,1
KE-0800,Market-Rate,2-Bedroom,Nairobi CBD,56,100011.0,5600600.0,1120100.0,1344100.0,0.0,8064800.0,9.0,30,64890.0,173800,2610.0,0.373,0
KE-0801,Affordable,Studio,Kasarani,21,50143.0,1053000.0,210600.0,180700.0,101100.0,1343200.0,6.0,15,11330.0,49600,740.0,0.228,1
KE-0802,Social,2-Bedroom,Embakasi,56,42298.0,2368700.0,473700.0,267200.0,426400.0,2683200.0,3.0,30,11310.0,17900,270.0,0.632,0
KE-0803,Affordable,1-Bedroom,Kibera,38,38850.0,1476300.0,295300.0,253300.0,141700.0,1883200.0,6.0,30,11290.0,70700,1060.0,0.16,1
KE-0804,Affordable,Studio,Eastlands,18,41105.0,739900.0,148000.0,127000.0,71000.0,943900.0,6.0,30,5660.0,44900,670.0,0.126,1
KE-0805,Affordable,2-Bedroom,Kibera,52,40294.0,2095300.0,419100.0,359600.0,201200.0,2672800.0,6.0,20,19150.0,134900,2020.0,0.142,1
KE-0806,Affordable,Studio,Nairobi CBD,23,67634.0,1555600.0,311100.0,266900.0,149300.0,1984300.0,6.0,25,12780.0,131800,1980.0,0.097,1
KE-0807,Market-Rate,1-Bedroom,Ruiru,36,66927.0,2409400.0,481900.0,578300.0,0.0,3469600.0,9.0,20,31220.0,362800,5440.0,0.086,1
KE-0808,Market-Rate,2-Bedroom,Eastlands,56,64189.0,3594600.0,718900.0,862700.0,0.0,5176200.0,9.0,25,43440.0,171300,2570.0,0.254,1
KE-0809,Affordable,Studio,Eastlands,18,40979.0,737600.0,147500.0,126600.0,70800.0,940900.0,6.0,20,6740.0,66300,990.0,0.102,1
KE-0810,Social,2-Bedroom,Mombasa,52,48736.0,2534300.0,506900.0,285900.0,456200.0,2870900.0,3.0,20,15920.0,14900,220.0,1.068,0
KE-0811,Market-Rate,Studio,Kasarani,19,72245.0,1372700.0,274500.0,329400.0,0.0,1976600.0,9.0,20,17780.0,315800,4740.0,0.056,1
KE-0812,Market-Rate,1-Bedroom,Eastlands,38,65976.0,2507100.0,501400.0,601700.0,0.0,3610200.0,9.0,20,32480.0,199200,2990.0,0.163,1
KE-0813,Social,2-Bedroom,Mombasa,53,50634.0,2683600.0,536700.0,302700.0,483000.0,3040000.0,3.0,15,20990.0,19600,290.0,1.071,0
KE-0814,Market-Rate,1-Bedroom,Mombasa,32,83984.0,2687500.0,537500.0,645000.0,0.0,3870000.0,9.0,25,32480.0,349300,5240.0,0.093,1
KE-0815,Market-Rate,Studio,Nairobi CBD,23,96792.0,2226200.0,445200.0,534300.0,0.0,3205700.0,9.0,30,25790.0,415500,6230.0,0.062,1
KE-0816,Affordable,1-Bedroom,Westlands,36,67432.0,2427600.0,485500.0,416600.0,233000.0,3096700.0,6.0,30,18570.0,135800,2040.0,0.137,1
KE-0817,Affordable,1-Bedroom,Kibera,32,38526.0,1232800.0,246600.0,211600.0,118400.0,1572600.0,6.0,20,11270.0,67600,1010.0,0.167,1
KE-0818,Affordable,2-Bedroom,Ruiru,52,46489.0,2417400.0,483500.0,414800.0,232100.0,3083600.0,6.0,15,26020.0,116900,1750.0,0.223,1
KE-0819,Social,1-Bedroom,Nakuru,37,37400.0,1383800.0,276800.0,156100.0,249100.0,1567600.0,3.0,30,6610.0,13200,200.0,0.501,0
KE-0820,Affordable,2-Bedroom,Kibera,52,36964.0,1922100.0,384400.0,329800.0,184500.0,2451800.0,6.0,20,17570.0,131500,1970.0,0.134,1
KE-0821,Market-Rate,3-Bedroom,Eastlands,79,65048.0,5138800.0,1027800.0,1233300.0,0.0,7399900.0,9.0,25,62100.0,341000,5120.0,0.182,1
KE-0822,Social,1-Bedroom,Ruiru,32,41416.0,1325300.0,265100.0,149500.0,238600.0,1501300.0,3.0,25,7120.0,15600,230.0,0.456,0
KE-0823,Affordable,3-Bedroom,Embakasi,79,49916.0,3943400.0,788700.0,676700.0,378600.0,5030200.0,6.0,15,42450.0,22900,340.0,1.854,0
KE-0824,Affordable,1-Bedroom,Westlands,36,62411.0,2246800.0,449400.0,385600.0,215700.0,2866100.0,6.0,25,18470.0,148200,2220.0,0.125,1
KE-0825,Affordable,3-Bedroom,Embakasi,79,46569.0,3678900.0,735800.0,631300.0,353200.0,4692800.0,6.0,25,30240.0,75900,1140.0,0.398,0
KE-0826,Market-Rate,Studio,Embakasi,23,73875.0,1699100.0,339800.0,407800.0,0.0,2446700.0,9.0,25,20530.0,179100,2690.0,0.115,1
KE-0827,Affordable,2-Bedroom,Kasarani,56,49397.0,2766200.0,553200.0,474700.0,265600.0,3528500.0,6.0,30,21160.0,122100,1830.0,0.173,1
KE-0828,Affordable,1-Bedroom,Kibera,36,39385.0,1417900.0,283600.0,243300.0,136100.0,1808700.0,6.0,30,10840.0,47200,710.0,0.23,1
KE-0829,Affordable,1-Bedroom,Nakuru,34,42015.0,1428500.0,285700.0,245100.0,137100.0,1822200.0,6.0,15,15380.0,81500,1220.0,0.189,1
KE-0830,Affordable,2-Bedroom,Nairobi CBD,53,64111.0,3397900.0,679600.0,583100.0,326200.0,4334400.0,6.0,15,36580.0,144100,2160.0,0.254,1
KE-0831,Social,2-Bedroom,Nakuru,55,37681.0,2072500.0,414500.0,233800.0,373000.0,2347800.0,3.0,15,16210.0,16400,250.0,0.988,0
KE-0832,Affordable,Studio,Embakasi,17,50326.0,855500.0,171100.0,146800.0,82100.0,1091300.0,6.0,15,9210.0,112100,1680.0,0.082,1
KE-0833,Social,Studio,Eastlands,22,35594.0,783100.0,156600.0,88300.0,141000.0,887000.0,3.0,20,4920.0,17300,260.0,0.284,1
KE-0834,Social,2-Bedroom,Westlands,55,58226.0,3202400.0,640500.0,361200.0,576400.0,3627700.0,3.0,30,15290.0,14700,220.0,1.04,0
KE-0835,Affordable,2-Bedroom,Kisumu,52,54429.0,2830300.0,566100.0,485700.0,271700.0,3610400.0,6.0,15,30470.0,33200,500.0,0.918,0
KE-0836,Affordable,3-Bedroom,Nakuru,77,41078.0,3163000.0,632600.0,542800.0,303600.0,4034800.0,6.0,15,34050.0,115800,1740.0,0.294,1
